sentence,negativity,neutrality,positivity,compound
I actually believed him ,0.0,1.0,0.0,0.0
"However when he arrived in singapore HE said he needed my help to pay $3,500 cause the airport POLICE found out he Brought in foreign currency ",0.05,0.854,0.096,0.3182
I told him I don't know him and so I won't send any money ,0.0,1.0,0.0,0.0
"He said he managed to negotiate down to $1,500. ",0.0,1.0,0.0,0.0
I just blocked him ,0.512,0.488,0.0,-0.2732
Scammer has hacked into a facebook friend's account and contacted me via messenger ,0.197,0.803,0.0,-0.4019
"the person claimed that a sum of $300,000 was delivered to my Doorstep within 24hrs when i applied for it"". ",0.0,1.0,0.0,0.0
it was claimed that the money was derived from a world bank approved grant through international development association (IDA). ,0.0,0.751,0.249,0.6486
i asked to contact an agent called James Mark by clicking a link link not included). ,0.0,1.0,0.0,0.0
Person called ,0.0,1.0,0.0,0.0
person was saying to fix my internet and asked me to do some computer configurations ,0.0,1.0,0.0,0.0
i asked for person to verify my details but person was not able to ,0.0,1.0,0.0,0.0
person kept insisting that they have my network id and that is verification ,0.0,1.0,0.0,0.0
i got doubtful that person called from mobile number ,0.247,0.619,0.134,-0.2732
call time was about 11.00am. ,0.0,1.0,0.0,0.0
person was asking me to type in some text in my 'run' and to execute it ,0.0,1.0,0.0,0.0
but i got doubtful and did not ,0.383,0.617,0.0,-0.4767
once i said i was going to report the person the person hung up ,0.0,1.0,0.0,0.0
1) The call seem to replicate the methods of SOP in singtel when dealing with a customer service officer ,0.0,1.0,0.0,0.0
Hello sir I am calling from Singtel technical support ,0.0,0.722,0.278,0.4019
we are calling with regards to your internet broadband connection ,0.0,1.0,0.0,0.0
we monitor that you have some critical error going on with your connection ,0.312,0.688,0.0,-0.6124
2) 7 not 2019 8:58am 3) nothing ,0.0,1.0,0.0,0.0
Met this guy on tinder his name is John Lee wong claimed to be American born chinese only has his mum ,0.0,1.0,0.0,0.0
Oil and gas industry engineer ,0.0,1.0,0.0,0.0
About 5 days later claimed he had an interview and will be awarded a contract if he does well for the talk and asked me to wish him lucky ,0.0,0.691,0.309,0.8519
Next day said he was awarded the contract and wanted to buy me gifts ,0.0,0.828,0.172,0.4019
Too good to be true but I was curious so gave him my address ,0.0,0.595,0.405,0.7003
He sent the package and gave me the link that looks legitimate www. ,0.0,1.0,0.0,0.0
FirstFlightexpressltd.services. ,0.0,1.0,0.0,0.0
the link looks real and shows THE status of thE package ,0.0,1.0,0.0,0.0
the courier guy then WHATSAPP me the next day saying that I have to pay SGD3100 as clearance tax ,0.076,0.924,0.0,-0.1027
His name is Ken from standard delivery express services (+6590766388). ,0.0,1.0,0.0,0.0
Bank details Name:Zaleha be swan Account no:MAYBANK SAVING 1-410-04-6590-8 ,0.0,1.0,0.0,0.0
Called to inform that someone/hacker is using my internet at home ,0.0,1.0,0.0,0.0
But i am not using Singtel broadband ,0.0,1.0,0.0,0.0
Caller identified as singtel stating that my internet has been compromised by an overseas IP address ,0.0,1.0,0.0,0.0
She asked several questions about my network which I refused to answer and instead asked for the IP address that compromised my network ,0.095,0.905,0.0,-0.296
She stated that i need to open a browser on my computer and she will show me ,0.0,1.0,0.0,0.0
I then asked if she at least can tell me my public ip address ,0.0,1.0,0.0,0.0
She replied that i need to open a browser as she doesn't have access to a computer right now ,0.0,1.0,0.0,0.0
I then said that I'm a system administrator and i know my network very well ,0.0,0.821,0.179,0.3384
She then hung up ,0.0,1.0,0.0,0.0
"Got a call from the number person identified himself as mark from singtel, he mentioned that several people are hacking my internet account and hence its having problems as I do not use singtel, but rather another provider i was getting sure that this was a scam ",0.138,0.78,0.082,-0.5859
he then asked me WHETHER i pay the bills for my account and when i confirmed yes he continued ,0.073,0.785,0.141,0.3182
he asked me to open my computer and tell him what i see on the computer ,0.0,1.0,0.0,0.0
i asked him if he can speak hindi judging from his accent ,0.0,1.0,0.0,0.0
he then first said sorry and after that started abusing in hindi ,0.301,0.699,0.0,-0.5106
hope people know about this scam as unlike me several people use singtel at home for internet ,0.196,0.673,0.13,-0.3559
I saw a advertisement for loan and texted back to ask for a loan ,0.0,1.0,0.0,0.0
"he ask me send my ic,payslip and 2 reference numbers to email him so he can process the loan ",0.0,1.0,0.0,0.0
The person told me he will give me $700 then 5 days later transfer back $1000. ,0.0,1.0,0.0,0.0
i just follow and paid the 700+300. ,0.0,1.0,0.0,0.0
then on the payment he said i for got to add some wording and the company cannot clear the loan because i did not put the correct name when i transfer ,0.075,0.925,0.0,-0.2924
he ask me to transfer another $1000. ,0.0,1.0,0.0,0.0
i said i have no money ,0.423,0.577,0.0,-0.296
he is still asking me for money today ,0.0,1.0,0.0,0.0
I got an automated message informing me that I have an document at signpost and message asked me to press 2 for customer service ,0.0,1.0,0.0,0.0
I got connected to an customer service officer and she asked me for my details which I sadly gave ,0.149,0.851,0.0,-0.4215
I was then told that a parcel coming from Guangzhou has been detained at customs as it contained contraband items ,0.137,0.863,0.0,-0.4019
I was asked to head to Guangzhou to settle the issue ,0.0,1.0,0.0,0.0
It was at this point that I realised that it was a scam and hung up ,0.222,0.778,0.0,-0.5719
I would like to share my experience of how i got scammed in facebook ,0.0,0.68,0.32,0.5719
I added this girl name of sharia ong on facebook and she claimed to be a social escort in singapore offering sexual services ,0.0,1.0,0.0,0.0
I wanted to engage her services for two hours and the fee was 150sgd so she asked me to transfer it to a post saving account whom she she claimed as her admins account ,0.0,0.928,0.072,0.34
"We agreed to meet at Jurong east street 13, block 133 at a coffeeshop below the block ",0.278,0.622,0.1,-0.5719
After reaching she said she needed another 170 sad to be transferred to her admins post account as she got a penalty from her admin for agreeing to meet me at a earlier timing instead of the timing we fixed earlier on facebook messenger ,0.126,0.787,0.087,-0.4404
She had promised to pay me back in cash after we met so i agreed and transferred but right after i transferred she asked me to do a western union transfer to her boss in phillipines whose name is of danica artocilla. ,0.029,0.882,0.089,0.3444
She asked me to do a transfer of 250sgd in western union to her boss and she said that fee was to cover her rental in the room she is staying as if she dont pay for room rental she wont be able to meet me ,0.0,0.971,0.029,0.0762
So i did do a western union transfer to her so called boss in phillipines but after that she kept giving lots of excuses and empty promises of returning me back my money in cash when we meet but i waited for 4 hours but she didn't turn up ,0.043,0.828,0.128,0.6486
That's when i knew i was scammed and made a police report ,0.0,1.0,0.0,0.0
I transferred a total of 1.3ksgd in total to her in that four hours i waited for her ,0.0,1.0,0.0,0.0
My advice to everyone is not to fall for this type of scams in facebook where girls claim themselves as escorts offering sexual services ,0.142,0.858,0.0,-0.5859
It's all a scam ,0.649,0.351,0.0,-0.5719
I met this 24 yo chinese girl on okcupid. ,0.0,1.0,0.0,0.0
We chatted for 4 days and decided to have a video call ,0.0,1.0,0.0,0.0
However during the video call she record down my video &amp; threatened to send it to my family &amp; friends through my list on facebook ,0.103,0.79,0.107,0.0258
She wanted $600 at first &amp; promIse me that she would delete the video ,0.0,0.85,0.15,0.3182
i didn't transfer the money &amp; she Decided to send in to All my friends &amp; famIlies members with screenshot ,0.0,0.853,0.147,0.4767
When i was home I checked with my Family members but they didn't receive any message from the lady ,0.0,1.0,0.0,0.0
"I received a call from viber, his account name is duty free ",0.0,0.732,0.268,0.5106
"He told me that i won $50,000 from change airport ",0.0,0.684,0.316,0.5719
He confirmed my mobile number and the first 8 digit number of my atm ,0.0,0.809,0.191,0.1531
Next is he wants to have a video conversation and he is asking to take a video of the atm card ,0.0,1.0,0.0,0.0
I doubted that i won the lucky draw and he keeps on insisting on it ,0.113,0.538,0.349,0.6597
He called again 4 times after I dropped the call ,0.0,1.0,0.0,0.0
1) Enquired with this person about loan as i was in a bit of financial difficulties then proceed on to ask me for my personal details ,0.087,0.913,0.0,-0.296
Later on told me my loan was approved but need to either pay deposit…... 2) HAPPENED DATE ON 19/10/2019 3) I LOST ABOUT 700$ ,0.205,0.726,0.069,-0.5789
This morning (20 Oct 19) I received a phone call at 1104hrs from a lady china accent who identified herself as a staff from change del through this phone number +6593400611. ,0.0,0.952,0.048,0.0772
She told me that at China customs they found and retained a package containing 21 passports &amp; 11 credit cards which bears my phone number 98385962. ,0.0,0.815,0.185,0.4588
"She mentioned that this package package id 168956) was sent out from change del to china Shang Hai sheng jiang Yan Yang Lu No.161), to a person named chen Wen junk on 02 Oct 19 at 1027hrs. ",0.0,1.0,0.0,0.0
She asked me if this package was sent out by me which i told her that i did not send out any package to china ,0.0,1.0,0.0,0.0
thereafter she said your personal particulars might have been compromised ,0.0,1.0,0.0,0.0
My superior say that the only way to help you now is to quickly make a police report to keep the police aware that your identity had been misappropriated ,0.0,0.807,0.193,0.7351
Let me divert you to Police he to initiate the police report and record your statements ,0.0,1.0,0.0,0.0
"plus pressed '999' to talk to the Police Officer to record your statement."" ",0.0,1.0,0.0,0.0
At this moment i felt very fishy about this situation ,0.0,1.0,0.0,0.0
"Next moment after pressing '999', a guy china accent took over the phone which somewhat increase my suspicion that this is a scam call ",0.223,0.703,0.074,-0.6161
I was thinking since when did Singapore Police hired China international as their staff ,0.0,1.0,0.0,0.0
The guy started by asking what he can help ,0.0,0.748,0.252,0.4019
i told him that i would like to make a police report pertaining to a case of misuse of my identify for illegal purpose ,0.149,0.747,0.104,-0.2732
He asked me what my official name was and start to ask if i had misplaced or dropped my pink ice Driving license &amp; passport before and i replied him 'No'. ,0.0,1.0,0.0,0.0
Then he further probed how can that be ? ,0.0,1.0,0.0,0.0
! ,0.0,0.0,0.0,0.0
You never booked your air tickets using passport before ? ,0.0,1.0,0.0,0.0
"!"" ",0.0,1.0,0.0,0.0
and i said 'yes.. but it is all done online'. ,0.0,1.0,0.0,0.0
Then he started to sound agitated a bit and start to ask for some other details which i don't quite get what he wants ,0.125,0.875,0.0,-0.4588
So i told him to get a English speaking Police Officer to talk to me instead ,0.0,1.0,0.0,0.0
Without replying the guy hung up the phone ,0.0,1.0,0.0,0.0
The call ended at around 1139hrs. ,0.0,1.0,0.0,0.0
I met this guy from CMB. ,0.0,1.0,0.0,0.0
Coffee meet bagels dating app ,0.0,1.0,0.0,0.0
he first claimed malaysian genting. ,0.0,1.0,0.0,0.0
"original from pahang, moved to Hong kong at age 17, continue stay there until recently being sent back to getting highland to work for an years ",0.0,0.916,0.084,0.3182
his cab profile will state he wants long term relationship ,0.0,1.0,0.0,0.0
this is the bait he put he is food and beverage director ,0.0,1.0,0.0,0.0
he will send voice mug in cantonese to malaysian to test if you will reply in chinese ,0.0,1.0,0.0,0.0
he sent me his hong kong or ID to show he is real ,0.0,1.0,0.0,0.0
First attempt he said just reached singapore for work and he forgot to bring his laptop ,0.0,0.915,0.085,0.1027
he wants to lend old laptop from me ,0.0,1.0,0.0,0.0
i don't have so i ask him to rent somewhere ,0.0,1.0,0.0,0.0
"and attempt 8am, he said he needs my help as his staff still sleeping and he is at myanmar embassy applying visa and he has no ringgit in his bank account malaysian ask me to transfer rm130, and another SGD40, to his bank account ",0.047,0.896,0.058,0.128
i didn't i ask him to wait for his stupid staff ,0.298,0.702,0.0,-0.5267
then i recalled he said before he doesn't has malaysia bank account cos he doesn't need any ,0.0,1.0,0.0,0.0
but when he asking for money he said i can bank into his maybank or public bank ,0.0,1.0,0.0,0.0
Attached with his photo conversation and id ,0.0,1.0,0.0,0.0
im not sure is his profile being fraud or he himself is the scammers ,0.324,0.676,0.0,-0.6968
but is better to alert more people ,0.0,0.429,0.571,0.7684
At first i just inquire thou the website regarding how to make a loan ,0.0,1.0,0.0,0.0
The next day they whatsapp saying they are from legal moneylender and they want my applications ,0.0,0.833,0.167,0.2023
At first they dont even mention that it was weekly payments ,0.0,1.0,0.0,0.0
In the middle of the night i told them to cancel the request as i am not interested but they said had been transferred and all ,0.125,0.875,0.0,-0.2799
They asked for a picture of my house door and all ,0.0,1.0,0.0,0.0
On the first payment i made was 200 they give me an act number ,0.0,0.902,0.098,0.0772
Second was on the ith oct i thought was the same act number but they say thats their customer and that does not count ,0.0,0.95,0.05,0.0387
I felt sceptical since that they must wait for next acct. ,0.196,0.804,0.0,-0.296
ord payment was 12th oct 200. ,0.0,1.0,0.0,0.0
Basically ive paid 800 but then on the 12th then explained all that is defer PAyment.. they inform me to clear have to make 600 one shot payment so i told them on the 18th i will clear ,0.066,0.775,0.16,0.6124
They give me their own act number which is des account number ,0.0,0.794,0.206,0.1531
And now im a stress up cause they say not counted too as it supposed to be 200 on that act then 400 wait for their next act number ,0.093,0.864,0.043,-0.3612
What should i do ,0.0,1.0,0.0,0.0
I'm ignoring them since yesterday and just afraid they hunt my parents and hurt my little son ,0.289,0.711,0.0,-0.7269
Please help me ,0.0,0.167,0.833,0.6124
And since on the and or ord repayment ive been telling this nick im at station working ,0.0,1.0,0.0,0.0
Its a lied to stop them from coming but i dont think they believe me ,0.236,0.764,0.0,-0.34
"connected through tinder with this person from perth who said he is a single father to a 4 year old girl called ""katie"". ",0.0,1.0,0.0,0.0
He said he grew up in usa funny he didn't have an American accent but an irish one instead and had moved back to perth to restart his life and set up his business in seafood booking after ex wife died of car crash ,0.164,0.798,0.038,-0.8176
After a couple of weeks of chatting online he professed how he was into me without having met me in person yet and the next thing I knew he was going to come to Singapore to meet up and also clear his shipment at jurong island at the same time ,0.0,0.948,0.052,0.3818
then came one afternoon when he asked to borrow ok due to stock clearance issue at customs and had a shortfall of cash ,0.0,0.905,0.095,0.296
I then declined to help politely and suggested he could arrange to get an overdraft from the bank after which he started to get passive aggressive about me not willing to help ,0.045,0.754,0.201,0.6808
I then tried him again and offered that I would help to pay on condition that I would meet him in person to pay directly to whoever he owed but he insisted that I transferred money to a personal bank account of hua view moya in which I declined and persisted with my conditional offer ,0.048,0.915,0.037,0.1154
he then started getting angry and told me to keep my money which I did ,0.202,0.798,0.0,-0.5106
Enquired with this person about loan as i was in a bit of financial difficulties then proceed on to ask me for my personal details ,0.091,0.909,0.0,-0.296
Later on told me my loan was approved but need to either pay deposit or meet his worker face to face to verify ,0.065,0.857,0.078,0.0772
I then chose to meet and he gave me an address to got ,0.0,1.0,0.0,0.0
Upon reaching the unit after sending photo coincidentally the owner was leaving home i then proceed to clarify with the owner to only realise i was made used to check on another person whom had owed UML. ,0.0,0.95,0.05,0.2023
We then made an police report and investigation is still pending ,0.0,1.0,0.0,0.0
"I received a call from ""Singpost"" claiming i had a parcel that must be collected today ",0.0,1.0,0.0,0.0
"Press ""2"" to be put thou to singpost. ",0.0,1.0,0.0,0.0
"I pressed ""2"" and was connected to a person who took my name &amp; Singapore FIN was I didn't have a parcel slip number to refer to). ",0.0,0.944,0.056,0.0772
They then explained that there was a problem with a parcel I had sent which had illegal contents from guangzhou international airport ,0.27,0.73,0.0,-0.743
They put me thou to an official who by way of authentication called me from a caller-ID which matches the phone number at http://gaj.gz.gov.cn. ,0.0,0.944,0.056,0.0772
Seemed legit although i realise I should have called that number rather than let them call me as caller-ID may not be trustworthy... ,0.0,0.939,0.061,0.0772
They proceeded to get me to send pics of both sides of my singapore ice a selfie and my singapore drivers license ,0.0,1.0,0.0,0.0
eventually a friend and work colleague looked at what i was doing and passed me the link to this site where i searched and quickly found these similar stories ,0.0,0.887,0.113,0.4939
I then hung-up the call ,0.0,1.0,0.0,0.0
But so much information given away already :-( ,0.317,0.683,0.0,-0.5023
Received a call from 84977034. ,0.0,1.0,0.0,0.0
Picked up and it was a lady with an indian accent on the other end ,0.0,1.0,0.0,0.0
She claimed to be from singtel. ,0.0,1.0,0.0,0.0
The line was very noisy and kept breaking off and i had to get her to repeat herself multiple times ,0.1,0.9,0.0,-0.2484
She claimed that there was suspicious activity from my router these couple of weeks ,0.161,0.839,0.0,-0.3612
Problem is that my broadband line is under my parent's name and they shouldn't be calling me if there is a problem in the first place ,0.19,0.81,0.0,-0.6597
Hung up on them and called SingTel to verify and to no surprise nobody at SingTel contacted me and there was no problem with my internet at all ,0.214,0.723,0.063,-0.6124
Received a call from someone saying he is from singtel tech support said his name is mark williams has an indian accent ,0.0,0.881,0.119,0.4019
said that he can see malicious activities on my home and office wifi network and needed to know how many devices i have connected to the internet ,0.0,1.0,0.0,0.0
i said i am not using singtel for internet and he insisted that their unit oversees all internet providers and insisted on me sharing the number of devices I have connected to the internet ,0.0,0.876,0.124,0.4767
i hung up the phone after ,0.0,1.0,0.0,0.0
He offered me a loan and i said how much would the interest be ,0.0,0.786,0.214,0.4588
he said 30K 570x60 monthly u ok ,0.0,0.694,0.306,0.296
i said what is the qualifications ,0.0,1.0,0.0,0.0
He said how much your salary ,0.0,1.0,0.0,0.0
Sent me your IC so that I could check if you are qualified ,0.0,1.0,0.0,0.0
suddenly your loan is approved ,0.0,0.588,0.412,0.4215
i said i dont need the money yet he said like that can not ! ,0.0,0.798,0.202,0.4199
you just transfer me 500 and after confirmation return me 800 then after 2 hours i will send you the full amount 30K. ,0.0,1.0,0.0,0.0
why do i need to pay you extra 300? ,0.167,0.833,0.0,-0.1027
that is the policy for first timer ,0.0,1.0,0.0,0.0
i said i didn't want what if you send me the amount you want and send you back the same amount ,0.126,0.874,0.0,-0.1139
he said no can not ,0.355,0.645,0.0,-0.296
then I decline offer to take the loan from him ,0.0,1.0,0.0,0.0
Received a call on 16 Oct on my landline phone from a lady who claimed to be from singtel technical department ,0.0,1.0,0.0,0.0
The backgrounD was quite disturbing and she took A couple of seconds to respond to me ,0.204,0.796,0.0,-0.5563
She had a strong indian accent ,0.0,0.548,0.452,0.5106
She said that My Internet usage is way too high and this has got to do something with our internet network connectivity ,0.0,1.0,0.0,0.0
She also asked me The number of devices that are connected to the network ,0.0,0.909,0.091,0.0772
She asked me to log into my computer so that she could fix the issue ,0.0,1.0,0.0,0.0
When i Told her i don't have my laptop with me she ended her call saying she will contact me the next day to Connect to the computer ,0.0,1.0,0.0,0.0
something was just not right about this call ,0.0,1.0,0.0,0.0
The next day I got the same scam call on my landline again ,0.252,0.748,0.0,-0.5719
Again FROM SINGTEL TECHNICAL depth ,0.0,1.0,0.0,0.0
This time a guy called up ,0.0,1.0,0.0,0.0
I immediately disconnected the call ,0.0,1.0,0.0,0.0
Fee hours later a guy called again on my mobile Who from post to warn me of scam and to secure my bank account/card transactions ,0.179,0.737,0.084,-0.4019
He asked me for my card number ,0.0,0.822,0.178,0.0772
His phone number Was hidden ,0.0,0.755,0.245,0.0772
I Hung up the call coz i do not have an account in post nor do i have any card ,0.0,1.0,0.0,0.0
It was a local number whose claimed to be singpost. ,0.0,0.86,0.14,0.0772
they claimed that i had illegal parcel on hold i guangzhou and forwarded me to the supposed interpol ,0.194,0.806,0.0,-0.5574
they threatened to issue 2 court orders extradition and freezing of financial accounts if i did not comply ,0.239,0.761,0.0,-0.5267
this happened wednesday 16 oct 19 at 2pm. ,0.0,1.0,0.0,0.0
i have not lost anything thus far but unfortunately i gave away my eric details ,0.199,0.706,0.095,-0.3857
Please beware everyone ,0.0,0.465,0.535,0.3182
beware of this scammer profile and phone number.i lost my personal data.this is same phone number of scammer link.https://www.scamalert.sg/stories-details/Story-03Sep2019232905PM They will push you to take loan faster.approved to lone very fast.don't gave them your personal data and bank account ,0.106,0.863,0.031,-0.4767
"what i doubt is they never provide their office location and detail of their profile.and ask me to sent my bank account,do not be lured and fall prey to such unscrupously scammers ",0.077,0.923,0.0,-0.3612
Received a call from 62839321 to my mobile line claiming to be from Singtel technical depth ,0.0,1.0,0.0,0.0
caller talks with Indian accent said he received many feedback on internet problem from my area ,0.153,0.847,0.0,-0.4019
He asked if I have such problem ,0.351,0.649,0.0,-0.4019
But before proceeding he asked if I am the owner if the mobile or internet account ,0.0,1.0,0.0,0.0
As the line he dialed belongs to my company I told him its my company line ,0.0,1.0,0.0,0.0
He immediately hung up ,0.0,1.0,0.0,0.0
already suspicious i checked online and found info on this scam ,0.462,0.538,0.0,-0.783
It all happened by sums as follows Free advise Whatsapp jacky 81061200 Cheaper in TOWN 3k=275x12mths 5k=230x24mths 10k=190x60 myths 20k=380x60 myths 50k=930x60 mths. ,0.0,0.87,0.13,0.5106
He WhatsApp me and explained to that he need my singpass for fast processing of an agreed ok loan as above ,0.0,0.815,0.185,0.5106
How stupid of me sending an image of my ic over and singpass(i have changed it). ,0.185,0.815,0.0,-0.5267
We did a video call and he took my photo via the video phone ,0.0,1.0,0.0,0.0
He said he will fer me 300 and in return i fer him back 500. ,0.0,1.0,0.0,0.0
200 is for the admin fees ,0.0,1.0,0.0,0.0
After fer i did not hear from him ,0.0,1.0,0.0,0.0
It just happened today 15/10/2019. ,0.0,1.0,0.0,0.0
I just read this forum and realised its a scam ,0.346,0.654,0.0,-0.5719
I am waiting for his call tommorrow. ,0.0,1.0,0.0,0.0
Don't fall for it ,0.0,1.0,0.0,0.0
Received 2 calls today ,0.0,1.0,0.0,0.0
The callers had very strong Indian accent ,0.0,0.625,0.375,0.5563
They said they were from starhub and singtel and said they received a lot of warning message from my router ,0.118,0.882,0.0,-0.34
They asked me to look at my router to see how many lights were blinking ,0.0,1.0,0.0,0.0
Knowing this is likely a scam i tested them further ,0.346,0.654,0.0,-0.5719
"i asked if they need to talk to my son who were more tech-savvy, they said no need ",0.121,0.879,0.0,-0.296
so i was right ,0.0,1.0,0.0,0.0
I told them that I could not check for them ,0.0,1.0,0.0,0.0
They immediately hung up the phone ,0.0,1.0,0.0,0.0
Received a call in the morning from 83468663 and the person had a strong indian accent ,0.0,0.798,0.202,0.5106
background was noisy and he took some time to respond after i said 'hello'. ,0.124,0.876,0.0,-0.1779
he claimed to be from 'singtel technical department but i thought it sounded fishy and just hung up ,0.0,1.0,0.0,0.0
a few hours later another number 69897609 called and it was the same person from the technical department of singtel' this time i listened to him a little longer and he said my router had some issues to which i replied there was no issues with my router ,0.048,0.923,0.029,-0.2263
he then said there was a unusual amount of usage or something like that and asked about my family members who use the internet at home ,0.0,0.906,0.094,0.3612
i hung up after this ,0.0,1.0,0.0,0.0
I do use singtel but throughout the calls i knew that they wouldn't make such calls and they wouldn't call me as my parents who are the subscribers should've been called first ,0.0,1.0,0.0,0.0
He called and said my internet connection was slow and wanted to help me resolve the problem ,0.123,0.636,0.241,0.3818
I kept questioning him about the exact plan i have and he kept saying internet line and please go to you modem to check how many lights are blinking ,0.049,0.871,0.08,0.2263
I hung up ,0.0,1.0,0.0,0.0
Email received from lady enquiring about room rental ,0.0,1.0,0.0,0.0
Beware of those free rental online sites as i suppose it came from there ,0.0,0.784,0.216,0.5106
- she replied my email quickly and always rushing me to get back to her and that she will pay in advance the money to secure the room ,0.049,0.868,0.083,0.25
- i got suspicious when she transferred more money than i asked for and insisted that i help her transfer the extra money she sent to her mover and she gave me mover address which is in uae. ,0.067,0.86,0.073,0.0516
- my suspicion was arose because she was quite rude on the email by insisting that i must help her pay the mover else she can't get her stuff over to singapore ,0.203,0.722,0.075,-0.5563
- i was almost prepared to help her pay but i figured i will wait until i receive all the funds before i do that ,0.059,0.791,0.149,0.2075
- because she was rude i told her off on the email and even said i won't transfer as she didn't ask for my permission on the help ,0.105,0.801,0.094,-0.0772
- but she replied and still insisted i help her do the transfer and that's where i got more suspicious and decided to ignore her ,0.235,0.644,0.12,-0.5251
i waited more than 1 week and checked papal a few times but still received no funds ,0.177,0.823,0.0,-0.4215
please beware of the language used as i realised their english is not proper considering she's a singaporean. ,0.0,0.867,0.133,0.3182
Received this sums 15 min ago that said from Sheng sing dear customers You have 15091 points that must be used before they expire tonight 14/10/19. ,0.0,0.906,0.094,0.3818
More info here http://8fr.me/ukNi? ,0.0,1.0,0.0,0.0
fake email ,0.756,0.244,0.0,-0.4767
An Indian lady claimed that she is from SINGTEL AND IS CHECKING A Internet problem ,0.172,0.828,0.0,-0.4019
I was suspicious as it was unusual SINGTEL will contact me as I have not raised any issues on my internet ,0.122,0.878,0.0,-0.3612
"I asked her are you trying to scam me"", and she hung up ",0.252,0.748,0.0,-0.5719
It's started inviting me to friend in FB.. ,0.0,0.522,0.478,0.6705
I accepted afterwards he gave me his number in whatapp. ,0.0,0.673,0.327,0.34
We talk there almost everyday until he professed his in love with me because I'm caring and understanding ,0.0,0.684,0.316,0.8126
Me so gullible answered him ,0.411,0.589,0.0,-0.4201
He said he has one son and old mom ,0.0,1.0,0.0,0.0
I believe everything he said because he said trust me ,0.0,0.708,0.292,0.5106
I started to get doubts when he avoid video call ,0.386,0.614,0.0,-0.5267
He call me twice only ,0.0,1.0,0.0,0.0
He send me pictures but he seems not American as what he says ,0.0,1.0,0.0,0.0
His more like white indian ,0.0,0.589,0.411,0.4201
I didn't tell him my doubts until he keep me sending pictures which seems not in african ,0.128,0.872,0.0,-0.296
Until one day he think he already make me really in love with him and he sure I believed everything she says... ,0.0,0.737,0.263,0.7769
He said his hotel was robbed his son get hurt with the gun and the officer is dead ,0.402,0.598,0.0,-0.8779
He got all his belongings and I'm only person can help him ,0.0,0.803,0.197,0.4019
Even his company got angry with him and no friends wants to help ,0.271,0.443,0.286,0.0772
I ask him how can be assured his telling the truth he send me picture of the son in the hospital which I doubted all the more because he says his in Africa for work but people around the hospital look like chinese ,0.034,0.819,0.147,0.6249
So I blocked him even though keep insisting to call me ,0.21,0.79,0.0,-0.3384
"- A guy by the name of John Williams called me on 14th october 2019 1030am, claiming to be from Singtel technical department ",0.0,1.0,0.0,0.0
He had a foreign/indian accent ,0.0,1.0,0.0,0.0
- His number is 80454136 - He asks if i have a computer or laptop that i am using the internet connection with and claims he can see from his end that there's people using my connection and IP address ,0.0,0.963,0.037,0.0772
- He kept claiming that he will do the customer details verification with me and told me to take a piece of paper to note down my customer id then he can proceed with the verification which i didn't do ,0.0,1.0,0.0,0.0
- I asked for his full name and his employee ID which he said he will provide after verifying my details ,0.0,1.0,0.0,0.0
"- I told him I will call in to Singtel main line for help on this ""issue"", after repeated attempts of asking me to take a piece of paper to write down my customer ID for verification he gave up i hung up ",0.0,0.932,0.068,0.4019
It started off with knowing this person from social media ,0.0,1.0,0.0,0.0
I added him on wechat. ,0.0,1.0,0.0,0.0
there this person offered sex services at a rate of $100/90min. ,0.0,1.0,0.0,0.0
I was curious and agreed to the offer ,0.0,0.532,0.468,0.5267
When i reached the place she asked for my mobile number and told me that there shouldn't be any cash transaction and instructed me to pay for the service at as machine ,0.044,0.872,0.084,0.0772
After that she told me that her boss needed to advise me on some security issues ,0.0,0.862,0.138,0.34
He required me to buy Alipay credit through the as machine which i humbly followed despite seeing all the warning ,0.109,0.773,0.118,0.0516
Just when i thought it's done he demanded more deposits for security purposes ,0.13,0.687,0.183,0.1935
He kept pressing me to put down the deposits to the point when i told him i have no money and would not want to continue and requested for the deposited money to be returned he said this os not possible and even threatened that even if i were to forfeit the initial amount they will send someone to deliver it to my home and will demand to pay for the delivery fees that can amount to $6000. ,0.118,0.882,0.0,-0.7447
When i said that i had no money then says he can reduce the amount ,0.155,0.845,0.0,-0.296
"And lucky for me the limit of nets purchases and Alipay top up had prevented me from completing all the transactions that amount to $6,600. ",0.0,0.794,0.206,0.5719
Throughout he also asked me not to put down the phone and the number either origins from Indonesia (+62000000001) or is hidden this repeats for verification purposes for refund purposes ,0.0,0.957,0.043,0.0772
Why i sucked up to their promises that the money will be refunded based on their rule... ,0.153,0.714,0.133,-0.1027
Throughout the event they spoke in Taiwanese mandarin and i corresponded only to the person that i added on Wechat. ,0.0,1.0,0.0,0.0
The rest of the phone calls were incoming from this 'boss'. ,0.0,1.0,0.0,0.0
After being asked for more money and threatened that they belong to a black society in taipan and the boss is that of marina bay sands i felt something is really not right and reported to the police ,0.085,0.915,0.0,-0.5046
Lesson learnt be careful when befriending unknown people on social media ,0.0,0.862,0.138,0.1531
Met jimmy on cab Within a day he asked me to follow his instagram id jimmykasun. ,0.0,1.0,0.0,0.0
We then moved to ig for chats ,0.0,1.0,0.0,0.0
In there he told me he is an orphan of chinese origin adopted by a rich family in uk grew up &amp; educated in uk recently spent us $5Mil to divorce his wife ,0.0,0.896,0.104,0.5574
